Date-Hour(NMT),FF,OT_1,PR,QSI,TA,UU
27.09.2017-05:00,5.2,0,1037.3,-6.2,12.8,85
27.09.2017-06:00,5.7,0,1037.4,-6.1,12.7,85
27.09.2017-07:00,5.3,0,1037.5,3.2,12.8,84
27.09.2017-08:00,5.1,0,1037.7,32.9,13,83
27.09.2017-09:00,4.2,0,1038,65.2,13.2,82
27.09.2017-10:00,4.5,0,1038,111.1,13.3,81
27.09.2017-11:00,4.1,0,1038,112.2,13.7,80
27.09.2017-12:00,3.6,9,1037.9,201.2,14.6,74
27.09.2017-13:00,4.3,23,1037.6,381.2,15.3,70
27.09.2017-14:00,4.2,6,1037.4,201.5,15,69
27.09.2017-15:00,2.5,1,1037,140.8,15.5,68
27.09.2017-16:00,4.1,0,1036.9,96.4,15,69
27.09.2017-17:00,5.1,0,1036.8,58.3,14.5,70
27.09.2017-18:00,2.9,0,1037.1,19.8,13.9,74
27.09.2017-19:00,4.8,0,1037.4,-6.2,13.9,73
27.09.2017-20:00,4,0,1037.6,-6.5,13.5,74
27.09.2017-21:00,4.1,0,1037.5,-6.6,13.3,76
27.09.2017-22:00,4.6,0,1037.3,-6.4,13,78
27.09.2017-23:00,4.7,0,1037.5,-6.3,12.8,79
28.09.2017-00:00,4.4,0,1037.7,-6.1,12.8,81
28.09.2017-01:00,4.6,0,1037.5,-6.2,12.7,82
28.09.2017-02:00,4.3,0,1037.1,-6.4,12.2,85
28.09.2017-03:00,5.1,0,1036.5,-6.9,11.9,86
28.09.2017-04:00,3.7,0,1036.4,-7.1,11.7,86
28.09.2017-05:00,3.9,0,1036.4,-6.3,12.2,82
28.09.2017-06:00,4.4,0,1036.4,-6.1,12,83
28.09.2017-07:00,3.8,0,1036.5,-2.6,11.8,84
28.09.2017-08:00,3.8,0,1036.8,14.4,11.8,82
28.09.2017-09:00,3.4,0,1037.1,20.7,11.7,83
28.09.2017-10:00,3.6,0,1037.3,22,11.8,84
28.09.2017-11:00,4.3,0,1036.6,113,12.7,78
28.09.2017-12:00,4.2,1,1036.3,191.1,13.5,76
28.09.2017-13:00,3.4,0,1036,75.9,13.3,78
28.09.2017-14:00,3.1,0,1035.7,80.2,13.5,79
28.09.2017-15:00,3.8,0,1035.2,82,13.6,80
28.09.2017-16:00,4,0,1034.9,38.2,13.6,81
28.09.2017-17:00,2.4,0,1034.8,10.7,13.7,79
28.09.2017-18:00,3.7,0,1034.6,3.7,13.9,77
28.09.2017-19:00,3.8,0,1034.6,-6.7,13.8,78
28.09.2017-20:00,4,0,1034.7,-7.1,14,77
28.09.2017-21:00,3.7,0,1034.8,-6.6,14.1,78
28.09.2017-22:00,3.5,0,1034.8,-7.4,13,84
28.09.2017-23:00,3.8,0,1034.6,-7.5,13.2,84
29.09.2017-00:00,3.1,0,1034.3,-7.3,12.5,85
29.09.2017-01:00,4,0,1034,-7.7,12.3,83
29.09.2017-02:00,4.5,0,1033.7,-7.6,12,81
29.09.2017-03:00,3.9,0,1033.9,-7.2,11.5,85
29.09.2017-04:00,3.7,0,1033.9,-6.2,11.7,80
29.09.2017-05:00,3.4,0,1033.7,-6.2,11.4,79
29.09.2017-06:00,3.4,0,1033.7,-6.2,11.2,79
29.09.2017-07:00,3.6,0,1033.7,-3.7,10.9,80
29.09.2017-08:00,4,0,1033.7,2.6,10.7,79
29.09.2017-09:00,3.7,0,1033.6,27.4,10.7,79
29.09.2017-10:00,4.2,0,1033.3,34.1,10.8,79
29.09.2017-11:00,3.7,0,1032.8,44.5,10.9,77
29.09.2017-12:00,4.5,0,1032.2,45.8,11,77
29.09.2017-13:00,3.7,0,1031.8,50.1,11.3,76
29.09.2017-14:00,3.6,0,1031.1,78.6,11.8,74
29.09.2017-15:00,3.1,0,1030.6,71.7,12.2,73
29.09.2017-16:00,3.5,0,1030.3,42.8,11.9,75
29.09.2017-17:00,4.3,0,1029.6,11,11.8,76
29.09.2017-18:00,3.7,0,1029.7,-2.8,11.7,77
29.09.2017-19:00,3.7,0,1029.4,-6.4,11.6,78
29.09.2017-20:00,4.3,0,1028.9,-6.5,11.6,77
29.09.2017-21:00,4.5,0,1028.4,-6.2,11.5,78
29.09.2017-22:00,2.4,0,1028.2,-6.3,11.4,79
29.09.2017-23:00,2.1,0,1027.7,-6.5,11.3,80
30.09.2017-00:00,2.7,0,1027.5,-6.2,11.3,82
30.09.2017-01:00,1.2,0,1027.1,-6.4,11.2,84
30.09.2017-02:00,1.4,0,1027.2,-6.5,11.2,85
30.09.2017-03:00,1.8,0,1026.7,-7.3,10.5,87
30.09.2017-04:00,1.9,0,1026.4,-7.5,10.1,89
30.09.2017-05:00,2.1,0,1026.1,-7.5,10.4,86
30.09.2017-06:00,2.4,0,1026.1,-7.3,10.7,81
30.09.2017-07:00,2.4,0,1026.2,9,10.9,79
30.09.2017-08:00,2.2,39,1026.3,68.4,11.5,75
30.09.2017-09:00,3.1,8,1025.9,84.1,11.5,73
30.09.2017-10:00,3.2,0,1025.7,89.6,11.9,72
30.09.2017-11:00,4.9,6,1025.1,181.4,12.5,66
30.09.2017-12:00,4.4,14,1024.8,256.3,13.1,62
30.09.2017-13:00,4.1,44,1024.2,388.8,13.6,60
30.09.2017-14:00,3.9,43,1023.9,287.1,13.9,61
30.09.2017-15:00,3.8,23,1023.7,196.9,14.1,59
30.09.2017-16:00,3.7,0,1023.7,63.1,13.6,62
30.09.2017-17:00,2.9,0,1023.9,27.8,13.2,62
30.09.2017-18:00,3,0,1024,-0.1,12.8,65
30.09.2017-19:00,3.3,0,1023.7,-6.9,12.6,66
30.09.2017-20:00,3.1,0,1023.7,-6.9,12.1,71
30.09.2017-21:00,2.9,0,1023.6,-6.9,12,72
30.09.2017-22:00,3.6,0,1023.6,-6.8,11.8,73
30.09.2017-23:00,3.5,0,1023.6,-6.4,11.4,74
01.10.2017-00:00,2.8,0,1023.5,-6.4,10.8,74
01.10.2017-01:00,3.6,0,1023.3,-6.5,10.4,72
01.10.2017-02:00,4.4,0,1022.8,-6.6,9.9,74
01.10.2017-03:00,4.3,0,1022.2,-7.1,9.6,78
01.10.2017-04:00,3.4,0,1021.8,-6.2,9.7,79
01.10.2017-05:00,3.9,0,1021.5,-6.1,9.8,81
01.10.2017-06:00,3.5,0,1021.1,-6,10,83
01.10.2017-07:00,3,0,1020.9,-4.5,10.5,85
01.10.2017-08:00,2.5,0,1020.5,3.3,11.1,85
01.10.2017-09:00,2.5,3,1020.3,50.8,11.8,82
01.10.2017-10:00,2.1,24,1020.1,171.9,13,77
01.10.2017-11:00,3,8,1019.6,209.8,13.9,70
01.10.2017-12:00,3.9,0,1019.2,104,13.5,72
01.10.2017-13:00,4,0,1018.8,50,13.5,72
01.10.2017-14:00,2.3,0,1018.5,16,12.2,87
01.10.2017-15:00,2.6,0,1018.4,13.6,11.6,94
01.10.2017-16:00,2.9,0,1017.8,7,11.5,93
01.10.2017-17:00,2.5,0,1017.4,-1.5,11.3,96
01.10.2017-18:00,2.5,0,1016.6,-4.9,10.8,99
01.10.2017-19:00,2,0,1015.8,-5.8,10.7,100
01.10.2017-20:00,2.8,0,1015,-5.2,10.9,100
01.10.2017-21:00,3.2,0,1014.2,-4.8,11.1,100
01.10.2017-22:00,3.2,0,1013.6,-5.3,11.2,100
01.10.2017-23:00,3.5,0,1012.8,-5.5,11.1,98
02.10.2017-00:00,3.2,0,1011,-5.5,11.2,96
02.10.2017-01:00,4,0,1009.8,-5.2,11.4,94
02.10.2017-02:00,4.8,0,1008.5,-5.1,11.6,91
02.10.2017-03:00,4.6,0,1007.2,-5.4,11.4,89
02.10.2017-04:00,4.5,0,1005.3,-6,11,92
02.10.2017-05:00,6.2,0,1002.7,-5.4,10.6,94
02.10.2017-06:00,5.4,0,1001,-4.3,10.3,95
02.10.2017-07:00,5.4,0,999.4,-3.8,10.1,96
02.10.2017-08:00,4.7,0,997.9,-0.4,10.3,96
02.10.2017-09:00,5.1,0,997.1,4,10.3,98
02.10.2017-10:00,4.8,0,995.8,16,10.3,99
02.10.2017-11:00,4.4,0,994.7,26.5,10.8,100
02.10.2017-12:00,3.9,0,994.1,55.4,11.8,97
02.10.2017-13:00,4.4,6,993.5,201.4,13.5,91
02.10.2017-14:00,3.9,26,993.5,235.4,14.3,85
02.10.2017-15:00,4.3,42,993.2,257.6,14.1,77
02.10.2017-16:00,4.7,45,993,209.3,13.6,79
02.10.2017-17:00,4.8,13,992.8,49.2,12.7,87
02.10.2017-18:00,4.1,0,992.9,2.2,12.3,86
02.10.2017-19:00,3.2,0,992,-6,11.6,96
02.10.2017-20:00,3.3,0,991.5,-5.7,11.8,97
02.10.2017-21:00,4.4,0,991.4,-5.8,11.7,97
02.10.2017-22:00,4,0,991.4,-6.5,11.4,97
02.10.2017-23:00,3.4,0,991.6,-5.9,11.1,97
03.10.2017-00:00,3.3,0,991.4,-5.6,11.3,95
03.10.2017-01:00,3.1,0,991.3,-5.8,11.1,94
03.10.2017-02:00,2.6,0,991.4,-5.6,10.9,92
03.10.2017-03:00,3,0,991.4,-5.7,10.5,94
03.10.2017-04:00,2.7,0,991.3,-5.7,10.1,93
03.10.2017-05:00,1.6,0,991.3,-6.8,9.6,98
03.10.2017-06:00,1.8,0,991.2,-6.8,9.5,100
03.10.2017-07:00,3.1,0,991.1,-2.9,9.6,99
03.10.2017-08:00,1.9,1,991.2,34.5,10.4,97
03.10.2017-09:00,2.2,0,991.3,57,10.5,95
03.10.2017-10:00,2.2,0,991.8,85.8,11,87
03.10.2017-11:00,2.9,17,991.9,233.7,11.8,86
03.10.2017-12:00,2.3,57,992,471.1,13,77
03.10.2017-13:00,1.2,54,992.2,405.1,14.6,73
03.10.2017-14:00,2.7,54,992.2,348.6,14.5,67
03.10.2017-15:00,3.1,34,992.3,208.4,14.8,64
03.10.2017-16:00,4.3,0,992.5,115.4,14.4,63
03.10.2017-17:00,3.1,0,992.8,45.9,13.4,69
03.10.2017-18:00,2.2,0,993.3,1.5,12.3,76
03.10.2017-19:00,2.5,0,993.9,-7,11.9,77
03.10.2017-20:00,4.4,0,994.5,-7,12.4,59
03.10.2017-21:00,3.8,0,995.4,-6.5,12.3,54
03.10.2017-22:00,4.5,0,995.9,-6.8,11.7,56
03.10.2017-23:00,3.7,0,996.5,-6.7,11.1,57
04.10.2017-00:00,5,0,996.8,-7.1,10.8,52
04.10.2017-01:00,2.7,0,997.2,-7.2,9.6,59
04.10.2017-02:00,3.5,0,997.5,-6.9,9.6,60
04.10.2017-03:00,3.1,0,997.4,-7.2,8.8,63
04.10.2017-04:00,2,0,997.5,-8.1,6.5,76
04.10.2017-05:00,2.9,0,997.3,-7.1,6.7,78
04.10.2017-06:00,1.8,0,997.1,-7.1,6.2,81
04.10.2017-07:00,1.2,5,997,-1.7,7.6,77
04.10.2017-08:00,2.3,0,996.5,14.7,7.9,78
04.10.2017-09:00,2.3,0,996,74,8.9,75
04.10.2017-10:00,4.6,33,995,219.6,11.2,60
04.10.2017-11:00,3.8,27,994.6,228.2,10.2,64
04.10.2017-12:00,4,0,994.2,48.3,8.2,91
04.10.2017-13:00,3,0,993.4,46.3,8,99
04.10.2017-14:00,1.6,0,992.4,110.8,9,91
04.10.2017-15:00,1.1,0,991.7,73.1,8.9,90
04.10.2017-16:00,4.4,0,991.5,62,7.9,88
04.10.2017-17:00,5.1,0,991.2,7.2,7.3,79
04.10.2017-18:00,1.2,9,991.4,-0.1,7.3,83
04.10.2017-19:00,2.3,0,991.5,-7.2,5.9,94
04.10.2017-20:00,0.7,0,991.6,-7.6,5.1,97
04.10.2017-21:00,1.1,0,991.6,-7.8,4.9,98
04.10.2017-22:00,0.8,0,992,-7.5,4.6,97
04.10.2017-23:00,0.9,0,992.3,-7.5,4.9,94
05.10.2017-00:00,0.6,0,992.5,-7.8,3.8,98
05.10.2017-01:00,1.4,0,992.7,-7.5,3.5,96
05.10.2017-02:00,1,0,993.1,-7.7,2.4,100
05.10.2017-03:00,0.9,0,993.5,-8,2.2,100
05.10.2017-04:00,0.9,0,993.8,-7.6,2.2,99
05.10.2017-05:00,1.6,0,993.8,-8,2,99
05.10.2017-06:00,0.8,0,993.8,-7.4,1.8,100
05.10.2017-07:00,0.3,7,993.8,-0.1,1.9,100
05.10.2017-08:00,0.3,60,993.9,79.6,5.3,92
05.10.2017-09:00,0.4,60,994.1,189.8,7.7,78
05.10.2017-10:00,1.7,60,994,288.1,8.9,71
05.10.2017-11:00,1.1,60,993.6,369.5,11.1,63
05.10.2017-12:00,2,60,993.5,409.8,11.7,60
05.10.2017-13:00,2.1,60,993.5,412.7,12.3,55
05.10.2017-14:00,2.2,60,993.3,354.3,13.3,50
05.10.2017-15:00,3.2,56,993.2,210.1,12.7,52
05.10.2017-16:00,1.6,9,993.5,99.2,11.4,57
05.10.2017-17:00,2.2,49,993.5,75.1,10.5,61
05.10.2017-18:00,1.5,18,994.1,6.2,7.8,81
05.10.2017-19:00,1.9,0,994.5,-8.1,6.1,88
05.10.2017-20:00,2,0,995.1,-7.5,5.6,88
05.10.2017-21:00,0.8,0,995.6,-8,5.3,89
05.10.2017-22:00,1,0,996.3,-8,4.9,89
05.10.2017-23:00,3.4,0,997,-7.8,7.4,72
06.10.2017-00:00,4.9,0,997.8,-7.8,8.1,69
06.10.2017-01:00,4.1,0,998.6,-7.2,7.6,72
06.10.2017-02:00,3.2,0,999.6,-7.4,7.2,73
06.10.2017-03:00,0.4,0,1000.2,-8.2,4.8,86
06.10.2017-04:00,0.9,0,1000.7,-8,3.5,95
06.10.2017-05:00,0.3,0,1001.5,-8.2,3.6,92
06.10.2017-06:00,3.2,0,1001.9,-7.5,5.3,83
06.10.2017-07:00,0.6,6,1002.9,0.8,4.9,89
06.10.2017-08:00,1.2,59,1003.8,71.9,8.2,75
06.10.2017-09:00,2.7,60,1004.5,178.9,11.3,58
06.10.2017-10:00,4.3,59,1005,281,12.9,52
06.10.2017-11:00,6.2,60,1005.2,350.8,14,48
06.10.2017-12:00,4.1,60,1005.5,401.4,14.9,45
06.10.2017-13:00,4.6,60,1005.5,411.4,15.8,43
06.10.2017-14:00,4.2,60,1005.4,413.7,16.5,40
06.10.2017-15:00,2.6,56,1005.6,289.7,16.7,41
06.10.2017-16:00,2.4,56,1005.5,141.4,15.5,46
06.10.2017-17:00,1.8,55,1005.5,77.3,13.3,53
06.10.2017-18:00,3.7,0,1005.6,-0.7,12.4,54
06.10.2017-19:00,1.7,0,1006,-6.7,10.9,60
06.10.2017-20:00,0.7,0,1005.9,-7.5,9.3,70
06.10.2017-21:00,1,0,1005.7,-7.2,8,77
06.10.2017-22:00,1.1,0,1005.8,-7.4,7.3,78
06.10.2017-23:00,1.7,0,1005.4,-8,7.4,78
07.10.2017-00:00,0.7,0,1004.8,-7.3,7.3,75
07.10.2017-01:00,1,0,1004.5,-7.6,6.4,84
07.10.2017-02:00,1.1,0,1004,-8,5.5,88
07.10.2017-03:00,0.7,0,1003.5,-7.7,5.5,89
07.10.2017-04:00,0.7,0,1002.9,-7.4,5.2,92
07.10.2017-05:00,1.5,0,1002.6,-7.5,5.4,90
07.10.2017-06:00,1.8,0,1001.8,-7.4,5.5,83
07.10.2017-07:00,1.6,0,1001.3,-4.6,4.7,88
07.10.2017-08:00,1.4,0,1000.9,23.6,5.2,88
07.10.2017-09:00,0.7,0,1000.5,81.5,6.7,80
07.10.2017-10:00,0.3,0,1000.1,116.7,7.8,76
07.10.2017-11:00,0.6,16,999.8,140.9,9.4,63
07.10.2017-12:00,1.7,60,999.3,364.6,11.4,54
07.10.2017-13:00,1.8,60,998.6,406.9,12.5,49
07.10.2017-14:00,1.9,60,998.3,372,13.1,43
07.10.2017-15:00,1.7,60,998,311.8,12.1,47
07.10.2017-16:00,0.9,60,997.7,191.6,12.1,44
07.10.2017-17:00,1.8,58,998,77,10.4,46
07.10.2017-18:00,7,20,999.4,4.1,8.7,60
07.10.2017-19:00,5,0,1000.1,-7,8.8,53
07.10.2017-20:00,4.5,0,1000.8,-7.1,7.4,56
07.10.2017-21:00,6,0,1001.7,-7,7,55
07.10.2017-22:00,6.5,0,1002.3,-6.8,6.4,57
07.10.2017-23:00,6.5,0,1003,-6.5,6.4,56
08.10.2017-00:00,7.8,0,1003.9,-6.5,6.3,57
08.10.2017-01:00,4.5,0,1004.9,-6.4,5.5,60
08.10.2017-02:00,4.7,0,1005.6,-6.7,5.5,60
08.10.2017-03:00,3.3,0,1006.2,-6.8,5,62
08.10.2017-04:00,5.1,0,1006.9,-7,5.1,60
08.10.2017-05:00,3,0,1007.6,-6.8,4.4,64
08.10.2017-06:00,1.1,0,1008,-7.8,2.4,75
08.10.2017-07:00,1.9,0,1008.5,-4.2,1.4,83
08.10.2017-08:00,3.6,54,1008.6,61.6,6.8,62
08.10.2017-09:00,5.9,60,1009.2,172.4,8.7,55
08.10.2017-10:00,5.8,60,1009.8,275.1,9.7,53
08.10.2017-11:00,5.9,60,1010.3,351.4,11.1,49
08.10.2017-12:00,4.4,60,1010.7,395.2,12,46
08.10.2017-13:00,5.5,59,1010.9,396.9,12.5,44
08.10.2017-14:00,4.2,51,1011,302.2,13.2,45
08.10.2017-15:00,4.9,59,1011.4,284.8,13.1,43
08.10.2017-16:00,3.5,60,1011.9,185.8,12.6,43
08.10.2017-17:00,3.8,57,1012.4,69.5,11.7,46
08.10.2017-18:00,1.1,17,1013,1.2,8.8,57
08.10.2017-19:00,2.3,0,1013.7,-8.3,6.7,68
08.10.2017-20:00,1.4,0,1014.2,-7.9,5.9,72
08.10.2017-21:00,3.8,0,1014.7,-7.7,7.3,65
08.10.2017-22:00,4.1,0,1015,-7,7.5,64
08.10.2017-23:00,2.7,0,1015.2,-7.2,6.9,66
09.10.2017-00:00,3.6,0,1015.2,-7.3,6.6,68
09.10.2017-01:00,2.1,0,1015.5,-7.4,5.5,73
09.10.2017-02:00,1.7,0,1015.5,-8.5,4.7,78
09.10.2017-03:00,1.9,0,1015.5,-8.5,3.7,83
09.10.2017-04:00,1.5,0,1015.5,-7.9,3.8,83
09.10.2017-05:00,1.8,0,1015.5,-8,2.4,91
09.10.2017-06:00,0.9,0,1015.6,-7.5,2.4,90
09.10.2017-07:00,2.9,1,1015.8,-4.2,4.1,77
09.10.2017-08:00,1.8,60,1015.9,58.5,6.5,67
09.10.2017-09:00,1.7,60,1015.9,167,8.1,60
09.10.2017-10:00,5,60,1015.7,271.1,8.6,56
09.10.2017-11:00,3.7,60,1015.3,348.5,9.6,55
09.10.2017-12:00,3.4,60,1015.1,390.1,10.2,50
09.10.2017-13:00,3.4,60,1014.7,397.3,10.6,50
09.10.2017-14:00,2.5,60,1014.3,358.2,11,50
09.10.2017-15:00,2.7,60,1013.9,282.3,11,51
09.10.2017-16:00,3.5,60,1013.9,177,10.3,49
09.10.2017-17:00,2.9,60,1014.1,69.7,9,55
09.10.2017-18:00,3.2,10,1014.2,-1.9,6.6,67
09.10.2017-19:00,3.8,0,1014.2,-7.7,6.1,69
09.10.2017-20:00,3.9,0,1014,-7.4,6,68
09.10.2017-21:00,5.1,0,1013.8,-7.2,5.9,68
09.10.2017-22:00,3.5,0,1013.6,-6.9,5.1,71
09.10.2017-23:00,1.2,0,1013.4,-7.6,4,77
10.10.2017-00:00,2.2,0,1013.2,-7.6,4,76
10.10.2017-01:00,1.5,0,1013.1,-8.1,2.3,84
10.10.2017-02:00,2.3,0,1012.6,-7.9,2,85
10.10.2017-03:00,1,0,1012.1,-7.8,1.2,92
10.10.2017-04:00,2.4,0,1011.7,-7.9,1.3,91
10.10.2017-05:00,0.8,0,1011.3,-8,0.4,97
10.10.2017-06:00,0.5,0,1010.8,-7,1.7,95
10.10.2017-07:00,0.1,0,1010.6,-4.8,2.7,88
10.10.2017-08:00,0.2,0,1009.9,15.4,3.9,84
10.10.2017-09:00,0.5,0,1009.5,72.8,5.4,80
10.10.2017-10:00,1.4,35,1008.9,192.2,6.8,74
10.10.2017-11:00,1,42,1008.1,241.2,8.1,70
10.10.2017-12:00,1.6,60,1007.3,315.1,8.4,66
10.10.2017-13:00,2.4,11,1006.8,198.8,7.8,72
10.10.2017-14:00,1.9,0,1006,149.3,8.1,67
10.10.2017-15:00,2,0,1005.1,133.6,8.1,68
10.10.2017-16:00,2,0,1004.4,58.5,7.3,73
10.10.2017-17:00,1.5,0,1003.9,7.7,6.8,79
10.10.2017-18:00,1.6,0,1003.5,-6.3,6.1,93
10.10.2017-19:00,0.7,0,1003.6,-4.7,5.3,98
10.10.2017-20:00,0.6,0,1003.4,-5.4,5,98
10.10.2017-21:00,0.5,0,1002.9,-5.9,5.1,99
10.10.2017-22:00,0.5,0,1002.5,-6.7,4.4,98
10.10.2017-23:00,0.8,0,1002.7,-6.9,3,100
11.10.2017-00:00,2.2,0,1002.7,-6.6,2.4,100
11.10.2017-01:00,1.3,0,1002.8,-6.6,2.1,100
11.10.2017-02:00,1.4,0,1002.8,-7.7,1.2,100
11.10.2017-03:00,2,0,1002.6,-7.2,1.1,100
11.10.2017-04:00,2.5,0,1003,-6.9,1.2,100
11.10.2017-05:00,1.7,0,1003,-6.3,1.6,100
11.10.2017-06:00,0.8,0,1003.1,-5.4,2.6,100
11.10.2017-07:00,1.8,0,1003.2,-4.6,3,100
11.10.2017-08:00,1.5,0,1003.2,9,3.3,100
11.10.2017-09:00,1.5,0,1003.4,16,3.5,100
11.10.2017-10:00,1.2,0,1003.6,34.7,3.9,98
11.10.2017-11:00,0.5,0,1003.5,94,4.7,93
11.10.2017-12:00,1.2,0,1003.1,92.7,5.1,94
11.10.2017-13:00,1.3,0,1002.9,56,5.5,98
11.10.2017-14:00,2.4,0,1001.8,52.2,5.7,99
11.10.2017-15:00,2.7,0,1001,23.9,5.9,100
11.10.2017-16:00,3.3,0,999.9,12.3,6.6,99
11.10.2017-17:00,3.3,0,999.2,1.1,7.2,100
11.10.2017-18:00,3,0,998.5,-3.8,7.6,100
11.10.2017-19:00,3.1,0,997.8,-4.4,8.1,100
11.10.2017-20:00,3.2,0,997.1,-4.7,8.3,100
11.10.2017-21:00,2.5,0,996.6,-4.5,8.8,100
11.10.2017-22:00,2.6,0,996.1,-4.8,8.8,100
11.10.2017-23:00,1.3,0,995.6,-5.5,8.7,100
12.10.2017-00:00,0.6,0,994.9,-6.1,8.6,100
12.10.2017-01:00,0.7,0,994.2,-6.5,8.4,100
12.10.2017-02:00,2.3,0,993.2,-6.1,8.4,100
12.10.2017-03:00,2.5,0,992.2,-5.4,8.4,100
12.10.2017-04:00,2.6,0,991.3,-4.8,8.5,100
12.10.2017-05:00,4.1,0,990.8,-5.6,8.3,98
12.10.2017-06:00,1.1,0,990.7,-5.8,8.1,100
12.10.2017-07:00,1.5,0,990.4,-5.3,7.6,98
12.10.2017-08:00,2.6,0,991,1.7,7.9,89
12.10.2017-09:00,1.7,0,991.9,47.5,8.5,88
12.10.2017-10:00,1.8,30,992.5,224,10.1,75
12.10.2017-11:00,1.3,60,992.9,353.4,11.3,72
12.10.2017-12:00,2.8,57,993.7,337.9,12.2,66
12.10.2017-13:00,4.1,12,994.4,166.2,11.5,68
12.10.2017-14:00,6,39,995.2,242,12.5,60
12.10.2017-15:00,4.8,48,996.8,230.8,12.5,61
12.10.2017-16:00,2.8,57,998.1,180.7,12.6,62
12.10.2017-17:00,1.7,60,999.9,57.3,10.5,67
12.10.2017-18:00,2,5,1001.4,-4.1,8.5,74
12.10.2017-19:00,2.3,0,1002.9,-6.7,9.3,59
12.10.2017-20:00,3.5,0,1004.6,-7.2,9,55
12.10.2017-21:00,3.6,0,1006,-7.1,8.7,56
12.10.2017-22:00,3.8,0,1007.3,-7.4,8.6,57
12.10.2017-23:00,1.5,0,1008.7,-8.1,5.8,74
13.10.2017-00:00,0.6,0,1010.1,-8.2,4.3,84
13.10.2017-01:00,1.1,0,1011.1,-7.8,3.5,87
13.10.2017-02:00,0.7,0,1012.4,-7.9,2.8,93
13.10.2017-03:00,1.4,0,1012.9,-7.4,3,92
13.10.2017-04:00,1.3,0,1013.7,-7.4,2.7,94
13.10.2017-05:00,1.7,0,1014.4,-7.7,2.2,95
13.10.2017-06:00,2.4,0,1014.9,-7.2,2.6,94
13.10.2017-07:00,0.4,0,1015,-0.8,3,92
13.10.2017-08:00,1.3,22,1015.6,23.3,3.2,93
13.10.2017-09:00,0.5,14,1016,90.1,5.5,82
13.10.2017-10:00,1.5,11,1015.6,130.4,6.7,78
13.10.2017-11:00,0.7,0,1015.5,139.9,8.4,71
13.10.2017-12:00,1.2,7,1015.3,135.4,8.2,71
13.10.2017-13:00,2.3,0,1014.7,113.8,9,71
13.10.2017-14:00,2.1,0,1014.2,101.1,9.3,76
13.10.2017-15:00,2.6,0,1013.2,19.7,9.6,85
13.10.2017-16:00,2.5,0,1012.7,5.5,9.2,94
13.10.2017-17:00,1.3,0,1012,-3.4,9,100
13.10.2017-18:00,2.2,0,1010.5,-5,9.4,100
13.10.2017-19:00,1.7,0,1009.7,-4.6,10.1,100
13.10.2017-20:00,3.8,0,1008.6,-4.8,11.4,100
13.10.2017-21:00,3.1,0,1008.3,-5.3,11.7,100
13.10.2017-22:00,2.3,0,1007.4,-5.7,11.9,100
13.10.2017-23:00,1.9,0,1006.5,-5.9,11.8,100
14.10.2017-00:00,2,0,1006.7,-5.4,11.8,100
14.10.2017-01:00,2.2,0,1006.7,-6,11.8,100
14.10.2017-02:00,1.5,0,1006.6,-5.7,11.7,100
14.10.2017-03:00,1.1,0,1006.8,-6.3,11.7,100
14.10.2017-04:00,1.6,0,1007.2,-6.6,11.3,100
14.10.2017-05:00,0.5,0,1007.5,-7,10.3,100
14.10.2017-06:00,0.4,0,1008.2,-7.7,9.2,100
14.10.2017-07:00,0.3,0,1008.2,-6,9.8,100
14.10.2017-08:00,0.6,24,1008.8,24.4,10,100
14.10.2017-09:00,0.5,54,1009.4,91.8,10.2,100
14.10.2017-10:00,0.4,43,1009.8,120.9,10.3,100
14.10.2017-11:00,1,40,1010,175.4,10.8,100
14.10.2017-12:00,0.5,34,1010.2,161.7,11.7,100
14.10.2017-13:00,1.8,60,1010.2,313.4,14.2,78
14.10.2017-14:00,1.1,58,1010.4,265.6,13.3,79
14.10.2017-15:00,2.9,60,1010,230.7,14.1,70
14.10.2017-16:00,3.4,60,1010.2,146.2,13.7,68
14.10.2017-17:00,3.8,36,1010.6,39.1,12.2,61
14.10.2017-18:00,4,0,1011,-6,11,68
14.10.2017-19:00,2.6,0,1011.9,-6.7,10.6,67
14.10.2017-20:00,1.6,0,1011.8,-6.6,9.3,79
14.10.2017-21:00,3.2,0,1012.3,-7.1,8.5,80
14.10.2017-22:00,3.6,0,1012.2,-6.5,9.3,70
14.10.2017-23:00,2.1,0,1012.9,-7,8,75
15.10.2017-00:00,1.7,0,1013.9,-6.4,8.4,72
15.10.2017-01:00,2.4,0,1014.5,-7.7,7.3,79
15.10.2017-02:00,0.8,0,1015,-7.4,6.2,86
15.10.2017-03:00,1.8,0,1015.6,-6.9,5.7,91
15.10.2017-04:00,0.7,0,1016.2,-6.6,5.7,91
15.10.2017-05:00,1.2,0,1016.4,-7.5,5.5,90
15.10.2017-06:00,1.2,0,1016.3,-6.7,5.7,90
15.10.2017-07:00,1.7,0,1016.4,-5.4,6.6,83
15.10.2017-08:00,1.9,0,1016.6,4.2,7.2,83
15.10.2017-09:00,0.3,0,1016.8,28.9,8.2,81
15.10.2017-10:00,0.5,0,1016.5,45.2,9.2,83
15.10.2017-11:00,0.9,0,1015.8,53.4,9.7,81
15.10.2017-12:00,3.1,0,1015.1,31.5,9.8,80
15.10.2017-13:00,2,0,1014.3,15.9,9.9,84
15.10.2017-14:00,1.8,0,1013.5,5.4,9.7,97
15.10.2017-15:00,1.3,0,1012.1,4,9.8,100
